customer_id,snapshot_date,churned,arr,plan,seats,monthly_logins,support_tickets,nps_score,days_since_last_login,contract_months_remaining,industry,company_size,probability,tier,rank,value_at_risk,churn_risk_pct,renewal_window_label,urgency_score,arr_at_risk,recommended_action,account_status
CUST-21784,2024-05-21,0,30597,Professional,29,218,1,4,1,17,HealthTech,1-10,0.07855238806628942,Low Risk,1549,2403.4674176642575,7.9,unknown,7.9,2403.47,Monitor,active
CUST-21101,2024-10-13,0,48063,Professional,10,67,1,6,1,22,SaaS,51-200,0.05,Low Risk,1877,2403.15,5.0,unknown,5.0,2403.15,Monitor,active
CUST-20310,2025-05-11,0,28949,Professional,45,374,1,6,3,17,HealthTech,1000+,0.08291644400139106,Low Risk,1501,2400.34813739627,8.3,unknown,8.3,2400.35,Monitor,active
CUST-21894,2025-05-05,0,8587,Starter,10,93,4,6,14,4,MarTech,51-200,0.2788553405047524,Low Risk,95,2394.530808914309,27.9,unknown,27.9,2394.53,Monitor,active
CUST-21982,2024-05-05,0,34546,Professional,6,41,5,3,1,19,Media,11-50,0.06926222219324858,Low Risk,1663,2392.7327278879657,6.9,unknown,6.9,2392.73,Monitor,active
CUST-21885,2025-04-20,0,8486,Starter,3,28,4,7,23,0,Gaming,1000+,0.2819303870160122,Low Risk,81,2392.4612642178795,28.2,unknown,28.2,2392.46,Monitor,active
CUST-20407,2024-08-01,0,32482,Professional,5,40,0,8,6,20,HR Tech,51-200,0.0735291413267655,Low Risk,1613,2388.3735685759966,7.4,unknown,7.4,2388.37,Monitor,active
CUST-20866,2025-02-04,0,29086,Professional,14,105,0,8,43,17,Logistics,51-200,0.0820929066185512,Low Risk,1510,2387.7542819071805,8.2,unknown,8.2,2387.75,Monitor,active
CUST-21288,2024-08-26,1,8898,Starter,1,10,0,7,59,6,Logistics,11-50,0.2679696812777478,Low Risk,134,2384.3942240093997,26.8,unknown,26.8,2384.39,Monitor,archived_cancelled
CUST-20009,2024-01-28,0,20713,Professional,1,11,0,6,14,12,HealthTech,51-200,0.11474419125694513,Low Risk,1120,2376.6964335051043,11.5,unknown,11.5,2376.7,Monitor,active
CUST-20464,2024-04-22,0,29799,Professional,21,172,0,6,2,14,Gaming,11-50,0.07948689744471057,Low Risk,1540,2368.6300569549303,7.9,unknown,7.9,2368.63,Monitor,active
CUST-21500,2025-05-08,0,47253,Professional,6,46,1,7,9,22,FinTech,1000+,0.05,Low Risk,1877,2362.65,5.0,unknown,5.0,2362.65,Monitor,active
CUST-20446,2024-12-26,0,24646,Professional,2,13,0,1,39,13,FinTech,201-1000,0.09570847933207752,Low Risk,1347,2358.8311816183823,9.6,unknown,9.6,2358.83,Monitor,active
CUST-20112,2024-05-17,0,12964,Starter,3,22,5,5,17,10,FinTech,201-1000,0.18093079894947967,Low Risk,513,2345.5868775810545,18.1,unknown,18.1,2345.59,Monitor,active
CUST-21849,2024-02-12,1,8277,Starter,6,60,3,8,25,0,HR Tech,1000+,0.28264506186998173,Low Risk,80,2339.4531770978388,28.3,unknown,28.3,2339.45,Monitor,archived_cancelled
CUST-21743,2024-04-26,0,38305,Professional,42,342,2,10,7,0,Media,1000+,0.06092722539102095,Low Risk,1766,2333.8173686030577,6.1,unknown,6.1,2333.82,Monitor,active
CUST-21299,2024-09-19,0,14105,Starter,16,125,2,8,10,1,HealthTech,1-10,0.16531080931084247,Low Risk,605,2331.708965329433,16.5,unknown,16.5,2331.71,Monitor,active
CUST-20362,2024-02-26,1,9458,Starter,14,118,1,7,1,3,Gaming,201-1000,0.24609217569335237,Low Risk,224,2327.539797707727,24.6,unknown,24.6,2327.54,Monitor,archived_cancelled
CUST-20582,2025-06-03,0,16821,Starter,3,21,6,10,33,9,EdTech,201-1000,0.138265366347121,Low Risk,833,2325.7617273249225,13.8,unknown,13.8,2325.76,Monitor,active
CUST-20261,2024-04-05,0,21986,Professional,1,10,0,5,5,2,SaaS,201-1000,0.10562705172387199,Low Risk,1232,2322.3163592010496,10.6,unknown,10.6,2322.32,Monitor,active
CUST-21031,2024-12-02,0,37763,Professional,2,18,3,4,15,23,SaaS,201-1000,0.06147123543394846,Low Risk,1761,2321.3382636921956,6.1,unknown,6.1,2321.34,Monitor,active
CUST-20233,2025-06-04,0,9864,Starter,13,97,5,7,4,6,MarTech,201-1000,0.23466057046710365,Low Risk,268,2314.69186708751,23.5,unknown,23.5,2314.69,Monitor,active
CUST-21777,2024-02-20,0,22250,Professional,12,87,3,7,1,6,MarTech,1-10,0.10378004077021794,Low Risk,1256,2309.1059071373493,10.4,unknown,10.4,2309.11,Monitor,active
CUST-21827,2025-03-28,0,26800,Professional,2,14,0,6,14,20,HR Tech,11-50,0.08611725502942222,Low Risk,1471,2307.9424347885156,8.6,unknown,8.6,2307.94,Monitor,active
CUST-21830,2025-05-31,0,18127,Professional,3,25,2,7,10,0,SaaS,51-200,0.12655355252658254,Low Risk,985,2294.0362466493616,12.7,unknown,12.7,2294.04,Monitor,active
CUST-20128,2024-03-16,0,45866,Professional,8,71,1,5,0,21,SaaS,11-50,0.05,Low Risk,1877,2293.3,5.0,unknown,5.0,2293.3,Monitor,active
CUST-21183,2024-11-19,0,31688,Professional,4,32,2,8,27,18,FinTech,1000+,0.07212442605829714,Low Risk,1630,2285.4788129353196,7.2,unknown,7.2,2285.48,Monitor,active
CUST-21474,2024-12-10,0,28033,Professional,2,13,1,9,14,1,Media,11-50,0.08146864667070798,Low Risk,1518,2283.8105721199568,8.1,unknown,8.1,2283.81,Monitor,active
CUST-20855,2025-05-16,0,13644,Starter,2,17,3,7,11,11,Logistics,11-50,0.1672028774676458,Low Risk,592,2281.3160601685595,16.7,unknown,16.7,2281.32,Monitor,active
CUST-21792,2024-08-23,0,23044,Professional,3,25,1,9,1,14,HealthTech,51-200,0.09857165202067715,Low Risk,1309,2271.485149164484,9.9,unknown,9.9,2271.49,Monitor,active
CUST-20874,2024-09-21,1,8824,Starter,1,6,1,6,13,5,E-commerce,201-1000,0.2574170421922962,Low Risk,175,2271.4479803048216,25.7,unknown,25.7,2271.45,Monitor,archived_cancelled
CUST-21649,2024-10-13,0,14009,Starter,5,28,2,6,64,6,MarTech,201-1000,0.1619526516415645,Low Risk,639,2268.794696846677,16.2,unknown,16.2,2268.79,Monitor,active
CUST-20772,2025-02-10,0,26868,Professional,5,38,2,5,14,20,HR Tech,11-50,0.08407080430950298,Low Risk,1488,2258.814370187726,8.4,unknown,8.4,2258.81,Monitor,active
CUST-21899,2024-11-18,0,44849,Professional,14,110,4,7,2,20,HealthTech,1000+,0.05008435141753662,Low Risk,1875,2246.2330767251,5.0,unknown,5.0,2246.23,Monitor,active
CUST-21561,2024-06-07,0,34668,Professional,16,126,1,9,1,16,Gaming,11-50,0.06473147625213324,Low Risk,1721,2244.1108187089553,6.5,unknown,6.5,2244.11,Monitor,active
CUST-21342,2024-06-14,1,10066,Starter,1,9,2,6,18,9,SaaS,11-50,0.22263462268071033,Low Risk,315,2241.0401119040303,22.3,unknown,22.3,2241.04,Monitor,archived_cancelled
CUST-20969,2024-11-12,0,44743,Professional,33,250,1,6,0,22,FinTech,51-200,0.05,Low Risk,1877,2237.15,5.0,unknown,5.0,2237.15,Monitor,active
CUST-21842,2025-02-21,0,18026,Professional,18,149,2,6,5,13,SaaS,201-1000,0.12337563364591145,Low Risk,1018,2223.9691721011995,12.3,unknown,12.3,2223.97,Monitor,active
CUST-21641,2024-07-07,0,11649,Starter,1,9,2,7,36,9,HealthTech,11-50,0.19078783390003112,Low Risk,451,2222.4874771014624,19.1,unknown,19.1,2222.49,Monitor,active
CUST-20497,2025-03-09,0,13914,Starter,2,10,2,4,0,8,FinTech,11-50,0.15884206214630547,Low Risk,657,2210.128452703694,15.9,unknown,15.9,2210.13,Monitor,active
CUST-21498,2025-06-14,0,27626,Professional,1,7,4,6,12,23,HR Tech,1-10,0.0795537035018445,Low Risk,1537,2197.750612941956,8.0,unknown,8.0,2197.75,Monitor,active
CUST-20503,2025-03-20,0,24150,Professional,1,9,0,10,32,2,FinTech,11-50,0.09094282497661313,Low Risk,1413,2196.269223185207,9.1,unknown,9.1,2196.27,Monitor,active
CUST-21222,2024-10-29,0,33201,Professional,32,263,2,5,8,22,HealthTech,11-50,0.06613168433023214,Low Risk,1701,2195.6380514480375,6.6,unknown,6.6,2195.64,Monitor,active
CUST-20410,2024-11-28,0,12354,Starter,17,135,4,10,35,4,EdTech,51-200,0.17653458061668054,Low Risk,542,2180.9082089384715,17.7,unknown,17.7,2180.91,Monitor,active
CUST-21448,2024-06-08,0,12364,Starter,11,88,3,6,4,3,E-commerce,11-50,0.17613611549362132,Low Risk,544,2177.746931963134,17.6,unknown,17.6,2177.75,Monitor,active
CUST-20583,2024-11-29,0,20024,Professional,45,345,2,10,5,11,Gaming,51-200,0.1084259381968831,Low Risk,1200,2171.1209864543875,10.8,unknown,10.8,2171.12,Monitor,active
CUST-21225,2024-01-08,0,28853,Professional,7,80,6,4,3,22,FinTech,1000+,0.07488507521989171,Low Risk,1599,2160.6590753195355,7.5,unknown,7.5,2160.66,Monitor,active
CUST-21278,2024-01-28,0,11409,Starter,17,136,1,7,18,0,Logistics,51-200,0.18897503390334608,Low Risk,459,2156.0161618032753,18.9,unknown,18.9,2156.02,Monitor,active
CUST-20029,2024-10-26,0,14014,Starter,2,13,2,7,74,1,FinTech,11-50,0.1498054057320739,Low Risk,732,2099.3729559292838,15.0,unknown,15.0,2099.37,Monitor,active
CUST-21754,2024-07-13,0,33518,Professional,15,123,2,7,13,22,HealthTech,51-200,0.06251990447653177,Low Risk,1747,2095.542158244392,6.3,unknown,6.3,2095.54,Monitor,active
CUST-20963,2024-09-12,1,6861,Starter,3,22,1,6,76,13,MarTech,1000+,0.30490348335639206,Low Risk,38,2091.942799308206,30.5,unknown,30.5,2091.94,Monitor,archived_cancelled
CUST-20691,2024-09-27,0,10955,Starter,5,39,2,8,41,1,SaaS,1-10,0.190189982453022,Low Risk,454,2083.531257772856,19.0,unknown,19.0,2083.53,Monitor,active
CUST-21462,2024-08-19,0,37577,Professional,3,21,1,3,5,22,Gaming,1-10,0.0554340906225977,Low Risk,1820,2083.0468233253537,5.5,unknown,5.5,2083.05,Monitor,active
CUST-20797,2024-01-17,0,17435,Professional,1,9,5,9,8,1,FinTech,1000+,0.11944088108320365,Low Risk,1062,2082.4517616856556,11.9,unknown,11.9,2082.45,Monitor,active
CUST-20519,2025-05-24,0,22128,Professional,45,393,1,9,26,2,Logistics,51-200,0.09407249729993675,Low Risk,1372,2081.6362202530004,9.4,unknown,9.4,2081.64,Monitor,active
CUST-20252,2025-01-02,1,8520,Starter,2,16,3,6,6,9,E-commerce,11-50,0.2435716316156366,Low Risk,241,2075.230301365224,24.4,unknown,24.4,2075.23,Monitor,archived_cancelled
CUST-20478,2024-04-24,0,34713,Professional,7,52,1,7,1,20,MarTech,1000+,0.05974550747613083,Low Risk,1778,2073.9458010189296,6.0,unknown,6.0,2073.95,Monitor,active
CUST-21580,2024-07-09,0,12861,Starter,1,8,3,8,14,0,FinTech,11-50,0.16050004096855447,Low Risk,647,2064.191026896579,16.1,unknown,16.1,2064.19,Monitor,active
CUST-21463,2024-03-17,1,10262,Starter,1,7,1,8,16,0,FinTech,1000+,0.20015824510065644,Low Risk,407,2054.0239112229365,20.0,unknown,20.0,2054.02,Monitor,archived_cancelled
CUST-21061,2024-10-12,0,11089,Starter,4,26,4,5,38,4,Logistics,51-200,0.18516570420696893,Low Risk,487,2053.3024939510783,18.5,unknown,18.5,2053.3,Monitor,active
CUST-20991,2025-03-18,0,7998,Starter,4,35,4,7,36,7,FinTech,11-50,0.2545578185883087,Low Risk,186,2035.9534330692932,25.5,unknown,25.5,2035.95,Monitor,active
CUST-20785,2024-06-02,1,8204,Starter,4,29,1,7,7,8,EdTech,51-200,0.2475335289453687,Low Risk,215,2030.7650714678048,24.8,unknown,24.8,2030.77,Monitor,archived_cancelled
CUST-20032,2025-03-14,0,32952,Professional,65,493,4,3,0,20,Media,201-1000,0.06155512693547914,Low Risk,1759,2028.3645427779086,6.2,unknown,6.2,2028.36,Monitor,active
CUST-20911,2024-03-19,0,12440,Starter,3,31,4,4,5,10,Logistics,1000+,0.16246209971258765,Low Risk,636,2021.0285204245904,16.2,unknown,16.2,2021.03,Monitor,active
CUST-21269,2024-02-09,0,10665,Starter,1,6,1,6,19,9,SaaS,51-200,0.18910862047507707,Low Risk,457,2016.843437366697,18.9,unknown,18.9,2016.84,Monitor,active
CUST-21825,2024-08-13,0,36489,Professional,24,183,1,6,2,20,HealthTech,11-50,0.05522040477310267,Low Risk,1821,2014.9373497657434,5.5,unknown,5.5,2014.94,Monitor,active
CUST-20649,2024-12-04,0,11775,Starter,1,7,1,6,21,10,Logistics,1000+,0.16978276278357163,Low Risk,575,1999.192031776556,17.0,unknown,17.0,1999.19,Monitor,active
CUST-20092,2025-02-02,0,15112,Starter,1,12,3,9,22,13,EdTech,11-50,0.13206916878323652,Low Risk,910,1995.8292786522702,13.2,unknown,13.2,1995.83,Monitor,active
CUST-20653,2025-03-01,0,10749,Starter,1,11,1,4,51,3,Gaming,51-200,0.1850952336081521,Low Risk,488,1989.588666054027,18.5,unknown,18.5,1989.59,Monitor,active
CUST-21877,2025-05-23,0,37313,Professional,5,34,0,7,18,22,SaaS,1000+,0.0532611280051288,Low Risk,1847,1987.3324692553708,5.3,unknown,5.3,1987.33,Monitor,active
CUST-21036,2025-03-31,0,9715,Starter,1,4,1,6,13,8,E-commerce,1000+,0.20420865748732192,Low Risk,389,1983.8871074893325,20.4,unknown,20.4,1983.89,Monitor,active
CUST-20577,2024-11-06,0,26912,Professional,4,31,3,7,0,7,Media,51-200,0.07370653502445897,Low Risk,1612,1983.5902705782396,7.4,unknown,7.4,1983.59,Monitor,active
CUST-21179,2024-05-30,0,31542,Professional,4,30,2,6,0,16,E-commerce,201-1000,0.06276731526867582,Low Risk,1745,1979.8066582045728,6.3,unknown,6.3,1979.81,Monitor,active
CUST-21425,2024-01-29,0,15180,Starter,1,4,3,9,0,6,HR Tech,201-1000,0.13004204326123023,Low Risk,945,1974.038216705475,13.0,unknown,13.0,1974.04,Monitor,active
CUST-20431,2024-03-29,0,8123,Starter,7,50,1,5,30,15,EdTech,51-200,0.24170942368312262,Low Risk,246,1963.405648578005,24.2,unknown,24.2,1963.41,Monitor,active
CUST-21952,2024-07-10,0,17534,Professional,1,5,0,10,13,11,FinTech,51-200,0.11188629521026221,Low Risk,1149,1961.8143002167376,11.2,unknown,11.2,1961.81,Monitor,active
CUST-20326,2024-03-11,0,11799,Starter,1,6,1,9,62,5,SaaS,1-10,0.1645441102326895,Low Risk,614,1941.4559566355033,16.5,unknown,16.5,1941.46,Monitor,active
CUST-20738,2024-03-03,1,8481,Starter,1,5,1,3,1,1,HR Tech,11-50,0.2286653870327214,Low Risk,295,1939.3111474245102,22.9,unknown,22.9,1939.31,Monitor,archived_cancelled
CUST-21201,2024-03-17,0,14325,Starter,17,121,3,6,28,15,EdTech,201-1000,0.134354878444569,Low Risk,884,1924.633633718451,13.4,unknown,13.4,1924.63,Monitor,active
CUST-20319,2024-09-13,0,11059,Starter,2,18,2,2,20,0,MarTech,1000+,0.17397748023872978,Low Risk,557,1924.0169539601127,17.4,unknown,17.4,1924.02,Monitor,active
CUST-21123,2024-03-18,0,10500,Starter,2,14,3,7,40,3,EdTech,51-200,0.1831910512132606,Low Risk,501,1923.5060377392363,18.3,unknown,18.3,1923.51,Monitor,active
CUST-20247,2024-03-27,0,13478,Starter,1,7,2,6,11,10,FinTech,1-10,0.14217924929031014,Low Risk,799,1916.2919219348,14.2,unknown,14.2,1916.29,Monitor,active
CUST-21028,2024-07-29,0,12408,Starter,4,24,3,5,11,10,E-commerce,1000+,0.15440054978205486,Low Risk,685,1915.8020216957368,15.4,unknown,15.4,1915.8,Monitor,active
CUST-20015,2024-05-31,0,21205,Professional,4,40,3,5,3,17,E-commerce,1-10,0.09025481033662008,Low Risk,1417,1913.853253188029,9.0,unknown,9.0,1913.85,Monitor,active
CUST-21735,2025-05-04,0,25312,Professional,2,15,0,5,4,3,Media,1-10,0.07478518683618733,Low Risk,1601,1892.9626491975737,7.5,unknown,7.5,1892.96,Monitor,active
CUST-21464,2024-04-19,0,28458,Professional,7,43,2,6,33,23,EdTech,1-10,0.06611395439485594,Low Risk,1702,1881.4709141688104,6.6,unknown,6.6,1881.47,Monitor,active
CUST-21126,2025-02-05,1,6971,Starter,1,7,5,8,0,8,HealthTech,1000+,0.26916837130869664,Low Risk,131,1876.3727163929243,26.9,unknown,26.9,1876.37,Monitor,archived_cancelled
CUST-20027,2024-07-19,0,11367,Starter,1,5,0,9,64,8,HealthTech,201-1000,0.1646974426521854,Low Risk,612,1872.1158306273912,16.5,unknown,16.5,1872.12,Monitor,active
CUST-20293,2025-04-19,0,8541,Starter,1,11,3,7,17,8,Logistics,201-1000,0.21754003940677183,Low Risk,337,1858.009476573238,21.8,unknown,21.8,1858.01,Monitor,active
CUST-20726,2024-01-05,0,28064,Professional,7,62,3,6,1,16,FinTech,51-200,0.06614953786162725,Low Risk,1700,1856.420630548707,6.6,unknown,6.6,1856.42,Monitor,active
CUST-21196,2024-02-18,1,7947,Starter,7,44,0,5,6,16,HR Tech,11-50,0.2326425496952685,Low Risk,277,1848.8103424282988,23.3,unknown,23.3,1848.81,Monitor,archived_cancelled
CUST-21419,2024-06-01,0,21079,Professional,9,76,0,3,2,10,Media,201-1000,0.08728458806999644,Low Risk,1451,1839.8718319274549,8.7,unknown,8.7,1839.87,Monitor,active
CUST-21063,2025-03-03,0,19064,Professional,1,11,1,7,18,19,Gaming,1-10,0.0964308741260805,Low Risk,1338,1838.358184339599,9.6,unknown,9.6,1838.36,Monitor,active
CUST-21619,2024-01-20,0,8558,Starter,2,29,2,5,12,6,MarTech,1-10,0.2125888858578609,Low Risk,358,1819.3356851715735,21.3,unknown,21.3,1819.34,Monitor,active
CUST-21251,2024-01-29,0,8578,Starter,1,5,2,3,18,3,EdTech,1000+,0.21152342517620853,Low Risk,361,1814.4479411615168,21.2,unknown,21.2,1814.45,Monitor,active
CUST-21747,2025-02-22,0,33445,Professional,5,43,1,7,6,20,Gaming,1000+,0.05420724191281133,Low Risk,1834,1812.9612057739748,5.4,unknown,5.4,1812.96,Monitor,active
CUST-20440,2024-08-05,0,11884,Starter,1,8,3,7,14,0,SaaS,11-50,0.15234229752872924,Low Risk,704,1810.4358638314184,15.2,unknown,15.2,1810.44,Monitor,active
CUST-21872,2024-07-18,0,11528,Starter,9,65,2,4,15,0,Gaming,11-50,0.1561786579395934,Low Risk,670,1800.4275687276327,15.6,unknown,15.6,1800.43,Monitor,active
CUST-21913,2024-08-03,0,13238,Starter,1,10,5,8,32,4,EdTech,1-10,0.13522591977578213,Low Risk,875,1790.120725991804,13.5,unknown,13.5,1790.12,Monitor,active
CUST-20018,2024-02-16,1,8060,Starter,1,4,0,10,3,14,Logistics,51-200,0.221911367925667,Low Risk,317,1788.6056254808761,22.2,unknown,22.2,1788.61,Monitor,archived_cancelled
CUST-20123,2024-06-26,0,11841,Starter,3,15,4,5,8,3,HR Tech,11-50,0.15044544660144507,Low Risk,726,1781.4245332077112,15.0,unknown,15.0,1781.42,Monitor,active
CUST-21582,2024-02-26,0,27634,Professional,12,106,1,5,6,23,EdTech,11-50,0.06442253620390512,Low Risk,1726,1780.252365458714,6.4,unknown,6.4,1780.25,Monitor,active
CUST-20359,2024-03-18,0,12420,Starter,1,8,1,6,36,5,E-commerce,201-1000,0.1423179836999406,Low Risk,798,1767.589357553262,14.2,unknown,14.2,1767.59,Monitor,active
CUST-21596,2025-05-02,0,12950,Starter,1,16,3,6,3,11,SaaS,1-10,0.1360639122176877,Low Risk,863,1762.0276632190557,13.6,unknown,13.6,1762.03,Monitor,active
CUST-21782,2024-07-31,0,21533,Professional,13,101,5,6,26,21,Logistics,201-1000,0.08079776809010325,Low Risk,1524,1739.8183402841933,8.1,unknown,8.1,1739.82,Monitor,active
CUST-20232,2024-07-05,1,6379,Starter,13,101,0,7,22,5,HR Tech,1000+,0.2725889371194935,Low Risk,119,1738.844829885249,27.3,unknown,27.3,1738.84,Monitor,archived_cancelled
CUST-20337,2024-10-17,0,34275,Professional,12,112,2,7,2,23,E-commerce,201-1000,0.05066042949967521,Low Risk,1869,1736.386221101368,5.1,unknown,5.1,1736.39,Monitor,active
CUST-20417,2024-02-12,1,6742,Starter,4,25,3,5,12,0,Gaming,51-200,0.257024361643218,Low Risk,176,1732.858246198576,25.7,unknown,25.7,1732.86,Monitor,archived_cancelled
CUST-21181,2024-02-29,0,34608,Professional,36,282,3,10,48,17,FinTech,1-10,0.05,Low Risk,1877,1730.4,5.0,unknown,5.0,1730.4,Monitor,active
CUST-21127,2024-08-30,0,15990,Professional,1,5,3,10,36,0,HR Tech,51-200,0.1075406253822426,Low Risk,1212,1719.5745998620591,10.8,unknown,10.8,1719.57,Monitor,active
CUST-21208,2024-09-18,0,31631,Professional,7,52,0,4,52,22,E-commerce,51-200,0.05424225999932897,Low Risk,1833,1715.7369260387745,5.4,unknown,5.4,1715.74,Monitor,active
CUST-20965,2024-02-13,0,13592,Starter,8,66,2,9,14,5,SaaS,1-10,0.12613476275827026,Low Risk,992,1714.4236954104094,12.6,unknown,12.6,1714.42,Monitor,active
CUST-20382,2024-03-09,0,32001,Professional,19,133,2,4,18,20,FinTech,1000+,0.05340944000966896,Low Risk,1841,1709.1554897494166,5.3,unknown,5.3,1709.16,Monitor,active
CUST-21257,2024-10-02,0,32688,Professional,11,83,3,8,7,22,FinTech,11-50,0.0522590323843091,Low Risk,1855,1708.2432505782958,5.2,unknown,5.2,1708.24,Monitor,active
CUST-20783,2024-07-03,0,9669,Starter,15,115,1,6,16,7,EdTech,201-1000,0.17628535417359448,Low Risk,543,1704.503089504485,17.6,unknown,17.6,1704.5,Monitor,active
CUST-21436,2024-04-28,0,11116,Starter,1,10,1,6,83,11,FinTech,51-200,0.15299150634069783,Low Risk,699,1700.6535844831972,15.3,unknown,15.3,1700.65,Monitor,active
CUST-20154,2025-03-22,0,8557,Starter,7,55,1,6,32,14,E-commerce,11-50,0.19795128515222382,Low Risk,416,1693.8691470475792,19.8,unknown,19.8,1693.87,Monitor,active
CUST-20693,2024-07-21,0,32662,Professional,1,6,3,10,1,22,HR Tech,11-50,0.05182763061174016,Low Risk,1859,1692.794071040657,5.2,unknown,5.2,1692.79,Monitor,active
CUST-20868,2025-05-31,1,9391,Starter,6,42,5,5,6,7,Logistics,1000+,0.18021334078074594,Low Risk,518,1692.3834832719851,18.0,unknown,18.0,1692.38,Monitor,archived_cancelled
CUST-21033,2024-09-28,0,18372,Professional,2,14,2,8,4,4,SaaS,1000+,0.09188221761715405,Low Risk,1402,1688.0601020623542,9.2,unknown,9.2,1688.06,Monitor,active
CUST-20673,2025-06-01,1,6176,Starter,4,33,1,6,53,2,HealthTech,51-200,0.2731392061463736,Low Risk,113,1686.9077371600033,27.3,unknown,27.3,1686.91,Monitor,archived_cancelled
CUST-20554,2024-05-22,0,18418,Professional,13,98,1,9,8,15,EdTech,51-200,0.0914340292647908,Low Risk,1408,1684.031950998917,9.1,unknown,9.1,1684.03,Monitor,active
CUST-21174,2025-05-04,0,27775,Professional,14,121,1,9,9,21,Media,1-10,0.06032816451516092,Low Risk,1772,1675.6147694085944,6.0,unknown,6.0,1675.61,Monitor,active
CUST-20664,2024-04-11,0,13162,Starter,1,7,3,5,8,13,HR Tech,11-50,0.12725028131476973,Low Risk,976,1674.8682026649992,12.7,unknown,12.7,1674.87,Monitor,active
CUST-20231,2025-02-21,0,7958,Starter,4,28,2,7,20,3,Logistics,1000+,0.2104562291348274,Low Risk,368,1674.8106714549565,21.0,unknown,21.0,1674.81,Monitor,active
CUST-20641,2024-06-06,0,33404,Professional,2,22,1,7,6,21,MarTech,1000+,0.05,Low Risk,1877,1670.2,5.0,unknown,5.0,1670.2,Monitor,active
CUST-20600,2024-09-20,0,16191,Starter,14,119,0,3,0,11,FinTech,1000+,0.10307597680423264,Low Risk,1265,1668.9031404373306,10.3,unknown,10.3,1668.9,Monitor,active
CUST-20615,2024-04-17,0,10088,Starter,1,8,1,5,16,6,Logistics,11-50,0.1653570218384391,Low Risk,604,1668.1216363061735,16.5,unknown,16.5,1668.12,Monitor,active
CUST-21824,2025-02-15,0,8241,Starter,8,68,0,8,48,5,Logistics,1000+,0.20143215509838597,Low Risk,400,1660.0023901657987,20.1,unknown,20.1,1660.0,Monitor,active
CUST-21618,2024-11-19,0,13105,Starter,2,15,1,3,4,7,MarTech,1000+,0.126447323608245,Low Risk,987,1657.0921758860509,12.6,unknown,12.6,1657.09,Monitor,active
CUST-21134,2025-05-02,1,11686,Starter,5,53,1,2,0,9,MarTech,11-50,0.1417566195727722,Low Risk,804,1656.567856327416,14.2,unknown,14.2,1656.57,Monitor,archived_cancelled
CUST-20851,2024-04-02,1,7326,Starter,10,77,2,8,13,21,HR Tech,201-1000,0.22605001950862044,Low Risk,304,1656.0424429201535,22.6,unknown,22.6,1656.04,Monitor,archived_cancelled
CUST-21833,2024-01-24,0,30118,Professional,19,147,0,8,18,23,E-commerce,11-50,0.0549043180603514,Low Risk,1826,1653.6082513416634,5.5,unknown,5.5,1653.61,Monitor,active
CUST-21193,2025-04-20,0,9322,Starter,1,5,4,8,11,6,HR Tech,51-200,0.1747675915954479,Low Risk,553,1629.1834888527655,17.5,unknown,17.5,1629.18,Monitor,active
CUST-20448,2024-03-23,0,9083,Starter,2,19,5,6,62,9,E-commerce,201-1000,0.1791549160207138,Low Risk,530,1627.2641022161433,17.9,unknown,17.9,1627.26,Monitor,active
CUST-20026,2025-04-24,0,8706,Starter,1,10,3,5,11,10,E-commerce,11-50,0.18667933811072634,Low Risk,479,1625.2303175919835,18.7,unknown,18.7,1625.23,Monitor,active
CUST-21070,2025-03-05,0,10910,Starter,1,7,4,7,4,1,Gaming,1-10,0.1486168431302841,Low Risk,743,1621.4097585513994,14.9,unknown,14.9,1621.41,Monitor,active
CUST-20275,2024-02-08,0,8408,Starter,2,7,2,6,10,1,SaaS,1-10,0.1921945738472745,Low Risk,442,1615.971976907884,19.2,unknown,19.2,1615.97,Monitor,active
CUST-20939,2024-08-11,0,20921,Professional,10,85,3,9,0,16,EdTech,1-10,0.0770997418075147,Low Risk,1572,1613.0036983550149,7.7,unknown,7.7,1613.0,Monitor,active
CUST-20676,2024-04-22,0,11362,Starter,6,49,0,6,9,4,EdTech,1-10,0.14183261755360227,Low Risk,803,1611.502200644029,14.2,unknown,14.2,1611.5,Monitor,active
CUST-21568,2025-03-31,0,9188,Starter,9,83,1,4,13,8,Logistics,201-1000,0.1744399756914373,Low Risk,556,1602.7544966529258,17.4,unknown,17.4,1602.75,Monitor,active
CUST-20223,2025-03-20,0,9509,Starter,1,8,0,5,9,7,MarTech,51-200,0.16835201412485562,Low Risk,580,1600.859302313252,16.8,unknown,16.8,1600.86,Monitor,active
CUST-21613,2024-06-05,0,13833,Starter,6,50,2,6,27,6,Media,1000+,0.11572371829693309,Low Risk,1103,1600.8061952014755,11.6,unknown,11.6,1600.81,Monitor,active
CUST-20612,2025-01-22,0,13009,Starter,1,10,0,7,7,8,HealthTech,1000+,0.12281943057957179,Low Risk,1023,1597.7579724096495,12.3,unknown,12.3,1597.76,Monitor,active
CUST-21677,2024-04-11,0,12429,Starter,9,65,1,5,5,10,Logistics,1-10,0.12787929346933324,Low Risk,968,1589.411738530343,12.8,unknown,12.8,1589.41,Monitor,active
CUST-20782,2024-04-15,0,31743,Professional,3,18,2,4,1,21,HR Tech,11-50,0.05,Low Risk,1877,1587.15,5.0,unknown,5.0,1587.15,Monitor,active
